GEOID,NAME,moe,population,means_transit,med_inc
36047008500,"Census Tract 85, Kings County, New York",812,NA,2041,NA
36047008500,"Census Tract 85, Kings County, New York",8110,NA,NA,16206
36047008600,"Census Tract 86, Kings County, New York",13,0,0,NA
36047008600,"Census Tract 86, Kings County, New York",NA,NA,NA,NA
36047008800,"Census Tract 88, Kings County, New York",477,2531,NA,NA
36047008800,"Census Tract 88, Kings County, New York",227,NA,1294,NA
36047008800,"Census Tract 88, Kings County, New York",29652,NA,NA,70241
36047009001,"Census Tract 90.01, Kings County, New York",277,1388,NA,NA
36047009001,"Census Tract 90.01, Kings County, New York",172,NA,635,NA
36047009001,"Census Tract 90.01, Kings County, New York",18143,NA,NA,63631
36047009002,"Census Tract 90.02, Kings County, New York",606,1392,NA,NA
36047009002,"Census Tract 90.02, Kings County, New York",155,NA,585,NA
36047009002,"Census Tract 90.02, Kings County, New York",5890,NA,NA,53712
36047009201,"Census Tract 92.01, Kings County, New York",453,2182,NA,NA
36047009201,"Census Tract 92.01, Kings County, New York",301,NA,912,NA
36047009201,"Census Tract 92.01, Kings County, New York",31677,NA,NA,70750
36047009202,"Census Tract 92.02, Kings County, New York",674,3653,NA,NA
36047009202,"Census Tract 92.02, Kings County, New York",274,NA,1556,NA
36047009202,"Census Tract 92.02, Kings County, New York",14424,NA,NA,48571
36047009401,"Census Tract 94.01, Kings County, New York",429,2460,NA,NA
36047009401,"Census Tract 94.01, Kings County, New York",182,NA,957,NA
36047009401,"Census Tract 94.01, Kings County, New York",9967,NA,NA,40978
36047009402,"Census Tract 94.02, Kings County, New York",593,2970,NA,NA
36047009402,"Census Tract 94.02, Kings County, New York",281,NA,1482,NA
36047009402,"Census Tract 94.02, Kings County, New York",20224,NA,NA,63344
36047009600,"Census Tract 96, Kings County, New York",600,5822,NA,NA
36047009600,"Census Tract 96, Kings County, New York",499,NA,2968,NA
36047009600,"Census Tract 96, Kings County, New York",15986,NA,NA,63457
36047009800,"Census Tract 98, Kings County, New York",934,6364,NA,NA
36047009800,"Census Tract 98, Kings County, New York",555,NA,2650,NA
36047009800,"Census Tract 98, Kings County, New York",12241,NA,NA,55284
36047010000,"Census Tract 100, Kings County, New York",1074,5434,NA,NA
36047010000,"Census Tract 100, Kings County, New York",390,NA,2358,NA
36047010000,"Census Tract 100, Kings County, New York",16634,NA,NA,53500
36047010100,"Census Tract 101, Kings County, New York",746,4393,NA,NA
36047010100,"Census Tract 101, Kings County, New York",555,NA,2551,NA
36047010100,"Census Tract 101, Kings County, New York",36100,NA,NA,92015
36047010200,"Census Tract 102, Kings County, New York",927,5025,NA,NA
36047010200,"Census Tract 102, Kings County, New York",432,NA,2228,NA
36047010200,"Census Tract 102, Kings County, New York",9926,NA,NA,59188
36047010401,"Census Tract 104.01, Kings County, New York",657,2411,NA,NA
36047010401,"Census Tract 104.01, Kings County, New York",206,NA,836,NA
36047010401,"Census Tract 104.01, Kings County, New York",9272,NA,NA,57243
36047010402,"Census Tract 104.02, Kings County, New York",622,2207,NA,NA
36047010402,"Census Tract 104.02, Kings County, New York",214,NA,825,NA
36047010402,"Census Tract 104.02, Kings County, New York",7530,NA,NA,30881
36047010601,"Census Tract 106.01, Kings County, New York",481,2773,NA,NA
36047010601,"Census Tract 106.01, Kings County, New York",309,NA,1111,NA
36047010601,"Census Tract 106.01, Kings County, New York",14965,NA,NA,39306
36047010602,"Census Tract 106.02, Kings County, New York",688,2185,NA,NA
36047010602,"Census Tract 106.02, Kings County, New York",515,NA,932,NA
36047010602,"Census Tract 106.02, Kings County, New York",6521,NA,NA,58786
36047010801,"Census Tract 108.01, Kings County, New York",413,1895,NA,NA
36047010801,"Census Tract 108.01, Kings County, New York",240,NA,824,NA
36047010801,"Census Tract 108.01, Kings County, New York",19753,NA,NA,58750
36047010802,"Census Tract 108.02, Kings County, New York",768,2413,NA,NA
36047010802,"Census Tract 108.02, Kings County, New York",298,NA,871,NA
36047010802,"Census Tract 108.02, Kings County, New York",17475,NA,NA,49750
36047011000,"Census Tract 110, Kings County, New York",739,2490,NA,NA
36047011000,"Census Tract 110, Kings County, New York",151,NA,638,NA
36047011000,"Census Tract 110, Kings County, New York",17787,NA,NA,60083
36047011200,"Census Tract 112, Kings County, New York",942,6274,NA,NA
36047011200,"Census Tract 112, Kings County, New York",619,NA,2480,NA
36047011200,"Census Tract 112, Kings County, New York",13269,NA,NA,45833
36047011400,"Census Tract 114, Kings County, New York",785,3709,NA,NA
36047011400,"Census Tract 114, Kings County, New York",293,NA,1106,NA
36047011400,"Census Tract 114, Kings County, New York",12502,NA,NA,53148
36047011600,"Census Tract 116, Kings County, New York",770,3480,NA,NA
36047011600,"Census Tract 116, Kings County, New York",411,NA,1376,NA
36047011600,"Census Tract 116, Kings County, New York",6082,NA,NA,42518
36047011700,"Census Tract 117, Kings County, New York",583,2961,NA,NA
36047011700,"Census Tract 117, Kings County, New York",349,NA,1687,NA
36047011700,"Census Tract 117, Kings County, New York",17730,NA,NA,100167
36047011800,"Census Tract 118, Kings County, New York",327,1965,NA,NA
36047011800,"Census Tract 118, Kings County, New York",170,NA,856,NA
36047011800,"Census Tract 118, Kings County, New York",5185,NA,NA,58571
36047011901,"Census Tract 119.01, Kings County, New York",206,1382,NA,NA
36047011901,"Census Tract 119.01, Kings County, New York",174,NA,830,NA
36047011901,"Census Tract 119.01, Kings County, New York",33847,NA,NA,151875
36047011902,"Census Tract 119.02, Kings County, New York",13,0,0,NA
36047011902,"Census Tract 119.02, Kings County, New York",NA,NA,NA,NA
36047012000,"Census Tract 120, Kings County, New York",380,1299,NA,NA
36047012000,"Census Tract 120, Kings County, New York",108,NA,463,NA
36047012000,"Census Tract 120, Kings County, New York",14967,NA,NA,63297
36047012100,"Census Tract 121, Kings County, New York",500,1989,NA,NA
36047012100,"Census Tract 121, Kings County, New York",219,NA,1212,NA
36047012100,"Census Tract 121, Kings County, New York",13409,NA,NA,110461
36047012200,"Census Tract 122, Kings County, New York",1137,5762,NA,NA
36047012200,"Census Tract 122, Kings County, New York",543,NA,2475,NA
36047012200,"Census Tract 122, Kings County, New York",14672,NA,NA,50889
36047012600,"Census Tract 126, Kings County, New York",416,2831,NA,NA
36047012600,"Census Tract 126, Kings County, New York",198,NA,1258,NA
36047012600,"Census Tract 126, Kings County, New York",12159,NA,NA,55625
36047012700,"Census Tract 127, Kings County, New York",705,3896,NA,NA
36047012700,"Census Tract 127, Kings County, New York",253,NA,1666,NA
36047012700,"Census Tract 127, Kings County, New York",25394,NA,NA,57829
36047012801,"Census Tract 128.01, Kings County, New York",351,2192,NA,NA
36047012801,"Census Tract 128.01, Kings County, New York",186,NA,821,NA
36047012801,"Census Tract 128.01, Kings County, New York",20553,NA,NA,55607
36047012901,"Census Tract 129.01, Kings County, New York",425,2389,NA,NA
36047012901,"Census Tract 129.01, Kings County, New York",296,NA,1526,NA
36047012901,"Census Tract 129.01, Kings County, New York",24197,NA,NA,200762
36047012902,"Census Tract 129.02, Kings County, New York",411,2996,NA,NA
36047012902,"Census Tract 129.02, Kings County, New York",360,NA,1859,NA
36047012902,"Census Tract 129.02, Kings County, New York",15835,NA,NA,133250
36047013000,"Census Tract 130, Kings County, New York",841,4794,NA,NA
36047013000,"Census Tract 130, Kings County, New York",304,NA,2032,NA
36047013000,"Census Tract 130, Kings County, New York",5228,NA,NA,81160
36047013100,"Census Tract 131, Kings County, New York",464,3936,NA,NA
36047013100,"Census Tract 131, Kings County, New York",253,NA,2226,NA
36047013100,"Census Tract 131, Kings County, New York",65516,NA,NA,139028
36047013200,"Census Tract 132, Kings County, New York",638,2422,NA,NA
36047013200,"Census Tract 132, Kings County, New York",227,NA,1007,NA
36047013200,"Census Tract 132, Kings County, New York",25182,NA,NA,86490
36047013300,"Census Tract 133, Kings County, New York",561,4567,NA,NA
36047013300,"Census Tract 133, Kings County, New York",356,NA,2653,NA
36047013300,"Census Tract 133, Kings County, New York",33982,NA,NA,205556
36047013400,"Census Tract 134, Kings County, New York",650,4510,NA,NA
36047013400,"Census Tract 134, Kings County, New York",290,NA,2117,NA
36047013400,"Census Tract 134, Kings County, New York",22140,NA,NA,97351
36047013500,"Census Tract 135, Kings County, New York",639,4223,NA,NA
36047013500,"Census Tract 135, Kings County, New York",306,NA,2078,NA
36047013500,"Census Tract 135, Kings County, New York",39578,NA,NA,190781
36047013600,"Census Tract 136, Kings County, New York",623,3849,NA,NA
36047013600,"Census Tract 136, Kings County, New York",479,NA,2228,NA
36047013600,"Census Tract 136, Kings County, New York",19077,NA,NA,121125
36047013700,"Census Tract 137, Kings County, New York",497,3574,NA,NA
36047013700,"Census Tract 137, Kings County, New York",278,NA,1917,NA
36047013700,"Census Tract 137, Kings County, New York",22243,NA,NA,139821
36047013800,"Census Tract 138, Kings County, New York",513,4083,NA,NA
36047013800,"Census Tract 138, Kings County, New York",267,NA,1666,NA
36047013800,"Census Tract 138, Kings County, New York",13878,NA,NA,79482
36047013900,"Census Tract 139, Kings County, New York",454,3637,NA,NA
36047013900,"Census Tract 139, Kings County, New York",314,NA,2161,NA
36047013900,"Census Tract 139, Kings County, New York",19481,NA,NA,151643
36047014000,"Census Tract 140, Kings County, New York",418,2051,NA,NA
36047014000,"Census Tract 140, Kings County, New York",113,NA,787,NA
36047014000,"Census Tract 140, Kings County, New York",23191,NA,NA,53839
36047014101,"Census Tract 141.01, Kings County, New York",201,1036,NA,NA
36047014101,"Census Tract 141.01, Kings County, New York",113,NA,566,NA
36047014101,"Census Tract 141.01, Kings County, New York",32843,NA,NA,114722
36047014102,"Census Tract 141.02, Kings County, New York",401,2027,NA,NA
36047014102,"Census Tract 141.02, Kings County, New York",139,NA,922,NA
36047014102,"Census Tract 141.02, Kings County, New York",39965,NA,NA,141025
36047014200,"Census Tract 142, Kings County, New York",548,3403,NA,NA
36047014200,"Census Tract 142, Kings County, New York",285,NA,1542,NA
36047014200,"Census Tract 142, Kings County, New York",10778,NA,NA,62847
36047014300,"Census Tract 143, Kings County, New York",673,4000,NA,NA
36047014300,"Census Tract 143, Kings County, New York",398,NA,2326,NA
36047014300,"Census Tract 143, Kings County, New York",21876,NA,NA,131875
36047014500,"Census Tract 145, Kings County, New York",684,4048,NA,NA
36047014500,"Census Tract 145, Kings County, New York",577,NA,2509,NA
36047014500,"Census Tract 145, Kings County, New York",23441,NA,NA,106667
36047014700,"Census Tract 147, Kings County, New York",385,2675,NA,NA
36047014700,"Census Tract 147, Kings County, New York",190,NA,1373,NA
36047014700,"Census Tract 147, Kings County, New York",19932,NA,NA,109602
36047014800,"Census Tract 148, Kings County, New York",311,1266,NA,NA
36047014800,"Census Tract 148, Kings County, New York",170,NA,512,NA
36047014800,"Census Tract 148, Kings County, New York",41287,NA,NA,85625
36047014901,"Census Tract 149.01, Kings County, New York",307,1563,NA,NA
36047014901,"Census Tract 149.01, Kings County, New York",156,NA,979,NA
36047014901,"Census Tract 149.01, Kings County, New York",67292,NA,NA,144032
36047014902,"Census Tract 149.02, Kings County, New York",827,4707,NA,NA
36047014902,"Census Tract 149.02, Kings County, New York",694,NA,2790,NA
36047014902,"Census Tract 149.02, Kings County, New York",47844,NA,NA,134817
36047015000,"Census Tract 150, Kings County, New York",343,1744,NA,NA
36047015000,"Census Tract 150, Kings County, New York",177,NA,674,NA
36047015000,"Census Tract 150, Kings County, New York",24812,NA,NA,72708
36047015100,"Census Tract 151, Kings County, New York",487,4129,NA,NA
36047015100,"Census Tract 151, Kings County, New York",337,NA,2550,NA
36047015100,"Census Tract 151, Kings County, New York",41780,NA,NA,190000
36047015200,"Census Tract 152, Kings County, New York",420,2786,NA,NA
36047015200,"Census Tract 152, Kings County, New York",270,NA,1285,NA
36047015200,"Census Tract 152, Kings County, New York",38917,NA,NA,76875
36047015300,"Census Tract 153, Kings County, New York",334,2830,NA,NA
36047015300,"Census Tract 153, Kings County, New York",263,NA,1556,NA
36047015300,"Census Tract 153, Kings County, New York",33078,NA,NA,106750
36047015400,"Census Tract 154, Kings County, New York",13,0,0,NA
36047015400,"Census Tract 154, Kings County, New York",NA,NA,NA,NA
36047015500,"Census Tract 155, Kings County, New York",554,3904,NA,NA
36047015500,"Census Tract 155, Kings County, New York",443,NA,2321,NA
36047015500,"Census Tract 155, Kings County, New York",50253,NA,NA,190556
36047015700,"Census Tract 157, Kings County, New York",791,4853,NA,NA
36047015700,"Census Tract 157, Kings County, New York",664,NA,2801,NA
36047015700,"Census Tract 157, Kings County, New York",18669,NA,NA,166372
36047015900,"Census Tract 159, Kings County, New York",767,5102,NA,NA
36047015900,"Census Tract 159, Kings County, New York",515,NA,3070,NA
36047015900,"Census Tract 159, Kings County, New York",36979,NA,NA,187883
36047016000,"Census Tract 160, Kings County, New York",746,4647,NA,NA
36047016000,"Census Tract 160, Kings County, New York",387,NA,2235,NA
36047016000,"Census Tract 160, Kings County, New York",16758,NA,NA,84135
36047016100,"Census Tract 161, Kings County, New York",432,3726,NA,NA
36047016100,"Census Tract 161, Kings County, New York",240,NA,2178,NA
36047016100,"Census Tract 161, Kings County, New York",35612,NA,NA,156429
36047016200,"Census Tract 162, Kings County, New York",346,2409,NA,NA
36047016200,"Census Tract 162, Kings County, New York",215,NA,1164,NA
36047016200,"Census Tract 162, Kings County, New York",16973,NA,NA,87552
36047016300,"Census Tract 163, Kings County, New York",595,3906,NA,NA
36047016300,"Census Tract 163, Kings County, New York",258,NA,2191,NA
36047016300,"Census Tract 163, Kings County, New York",16950,NA,NA,123819
36047016400,"Census Tract 164, Kings County, New York",536,1310,NA,NA
36047016400,"Census Tract 164, Kings County, New York",146,NA,452,NA
36047016400,"Census Tract 164, Kings County, New York",20038,NA,NA,122625
36047016500,"Census Tract 165, Kings County, New York",946,6604,NA,NA
36047016500,"Census Tract 165, Kings County, New York",562,NA,3847,NA
36047016500,"Census Tract 165, Kings County, New York",37192,NA,NA,217438
36047016600,"Census Tract 166, Kings County, New York",260,1940,NA,NA
36047016600,"Census Tract 166, Kings County, New York",111,NA,859,NA
36047016600,"Census Tract 166, Kings County, New York",29638,NA,NA,120938
36047016700,"Census Tract 167, Kings County, New York",655,4859,NA,NA
36047016700,"Census Tract 167, Kings County, New York",529,NA,3022,NA
36047016700,"Census Tract 167, Kings County, New York",24189,NA,NA,188827
36047016800,"Census Tract 168, Kings County, New York",427,2166,NA,NA
36047016800,"Census Tract 168, Kings County, New York",258,NA,989,NA
36047016800,"Census Tract 168, Kings County, New York",10271,NA,NA,100368
36047016900,"Census Tract 169, Kings County, New York",849,5244,NA,NA
36047016900,"Census Tract 169, Kings County, New York",574,NA,2929,NA
36047016900,"Census Tract 169, Kings County, New York",13532,NA,NA,112419
36047017000,"Census Tract 170, Kings County, New York",631,3075,NA,NA
36047017000,"Census Tract 170, Kings County, New York",300,NA,1194,NA
36047017000,"Census Tract 170, Kings County, New York",29814,NA,NA,84116
36047017100,"Census Tract 171, Kings County, New York",653,4357,NA,NA
36047017100,"Census Tract 171, Kings County, New York",284,NA,2195,NA
36047017100,"Census Tract 171, Kings County, New York",27045,NA,NA,142560
36047017200,"Census Tract 172, Kings County, New York",596,3252,NA,NA
36047017200,"Census Tract 172, Kings County, New York",307,NA,1393,NA
